Unnamed: 0,words,Kana
224,オークション方式,オークションホウシキ
225,オーダー・ドリブン,オーダー・ドリブン
226,ＯＴＭ,
227,ＯＴＣ,
228,オーバーアロットメント,オーバーアロットメント
229,オーバーウエート,オーバーウエート
230,オーバーシュート,オーバーシュート
231,買い上がり,カイアガリ
232,買い飽き,カイアキ
233,買い安心,カイアンシン
234,買い一巡,カイイチジュン
235,買い一服,カイイップク
236,買い入れ消却,カイイレショウキャク
237,買方,カイカタ
238,買方金利,カイカタキンリ
239,回帰トレンド,カイキトレンド
240,買い玉,カイタマ
241,買い気配,カイキハイ
242,買い越し,カイコシ
243,買い下がり,カイサガリ
244,買い支え,カイササエ
245,買い材料,カイザイリョウ
246,買い残,カイザン
247,買残高,バイザンダカ
248,買い占め,カイシメ
249,買い建玉,カイタテギョク
250,買い疲れ,カイツカレ
251,買い手市場,カイテシジョウ
252,買い手控え,カイテヒカエ
253,回転日数,カイテンニッスウ
254,買い特別気配,カイトクベツケハイ
255,買取引受,カイトリヒキウケ
256,買い乗せ,カイノセ
257,買い場,カイバ
258,買い向かう,カイムカウ
259,買いもたれ,カイモタレ
260,買い持ち,カイモチ
261,買い戻し,カイモドシ
262,乖離率,カイリリツ
263,カウンターパーティー,カウンターパーティー
264,カウンターパーティーリスク,カウンターパーティーリスク
265,顔合わせ,カオアワセ
266,価格変動性,カカクヘンドウセイ
267,価格変動リスク,カカクヘンドウリスク
268,価格優先の原則,カカクユウセンノゲンソク
269,下降トレンド,カコウトレンド
270,貸株,カシカブ
271,貸株市場,カシカブシジョウ
272,貸株注意喚起銘柄,カシカブチュウイカンキメイガラ
273,貸株申込制限銘柄,カシカブモウシコミセイゲンメイガラ
274,加重平均株価,カジュウヘイキンカブカ
275,加重平均利回り,カジュウヘイキンリマワリ
276,カストディアン,カストディアン
277,仮装売買,カソウバイバイ
278,堅い,カタイ
279,カタリスト,カタリスト
280,ＣＡＣ４０指数,
281,カバードコール,カバードコール
282,カバードプット,カバードプット
283,カバードワラント,カバードワラント
284,株価維持政策,カブカイジセイサク
285,株価キャッシュフロー倍率,カブカキャッシュフローバイリツ
286,株価指数,カブカシスウ
287,株価指数オプション取引,カブカシスウオプショントリヒキ
288,株価指数先物取引,カブカシスウサキモノトリヒキ
289,株価指標,カブカシヒョウ
290,株価収益率,カブカシュウエキリツ
291,株価純資産倍率,カブカジュンシサンバイリツ
292,株価操作,カブカソウサ
293,株価リンク債,カブカリンクサイ
294,株価連動債,カブカレンドウサイ
295,株価連動銘柄,カブカレンドウメイガラ
296,株券,カブケン
297,株券電子化,カブケンデンシカ
298,株式移転,カブシキイテン
299,株式益利回り,カブシキマスリマワリ
300,株式オプション取引,カブシキオプショントリヒキ
301,株式給付信託,カブシキキュウフシンタク
302,株式公開,カブシキコウカイ
303,株式公開買い付け,カブシキコウカイカイツケ
304,株式交換,カブシキコウカン
305,株式消却,カブシキショウキャク
306,株式譲渡制限,カブシキジョウトセイゲン
307,株式投資収益率,カブシキトウシシュウエキリツ
308,株式投資信託,カブシキトウシシンタク
309,株式等振替制度,カブシキナドフリカエセイド
310,株式売買委託手数料,カブシキバイバイイタクテスウリョウ
311,株式ファンド,カブシキファンド
312,株式分割,カブシキブンカツ
313,株式分布状況調査,カブシキブンプジョウキョウチョウサ
314,株式併合,カブシキヘイゴウ
315,株式ミニ投資,カブシキミニトウシ
316,株式無償割当て,カブシキムショウワリアテ
317,株式持ち合い,カブシキモチアイ
318,株式累積投資制度,カブシキルイセキトウシセイド
319,兜町,カブトチョウ
320,株主,カブヌシ
321,株主還元,カブヌシカンゲン
322,株主権,カブヌシケン
323,株主構成,カブヌシコウセイ
324,株主資本,カブヌシシホン
325,株主資本配当率,カブヌシシホンハイトウリツ
326,株主資本利益率,カブヌシシホンリエキリツ
327,株主名簿,カブヌシメイボ
328,株主優待制度,カブヌシユウタイセイド
329,株主割り当て,カブヌシワリアテ
330,株不足,カブフソク
331,下方修正,カホウシュウセイ
332,下方修正条項付きＣＢ,
333,カムワラント,カムワラント
334,カラ売り,カラウリ
335,カラ売り規制,カラウリキセイ
336,カラ売り比率,カラウリヒリツ
337,カラ買い,カラカイ
338,借株残,カリカブザン
339,仮需,カリジュ
340,仮需要,カリジュヨウ
341,仮条件,カリジョウケン
342,カレンシーオーバーレイ,カレンシーオーバーレイ
343,カレンダースプレッド取引,カレンダースプレッドトリヒキ
344,換金売り,カンキンウリ
345,閑散,カンサン
346,閑散に売りなし,カンサンニウリナシ
347,幹事会社,カンジカイシャ
348,幹事証券会社,カンジショウケンガイシャ
349,官製相場,カンセイソウバ
350,カントリーリスク,カントリーリスク
351,監理ポスト,カンリポスト
352,監理銘柄,カンリメイガラ
353,外国証券取引口座,ガイコクショウケントリヒキコウザ
354,外国人株主,ガイコクジンカブヌシ
355,外国人投資家,ガイコクジントウシカ
356,外務員,ガイムイン
357,額面,ガクメン
358,合併交付金,ガッペイコウフキン
359,合併比率,ガッペイヒリツ
360,ガラ,ガラ
361,元本リスク,ガンポンリスク
362,ガンマ,ガンマ
363,機関投資家,キカントウシカ
364,期間騰落率,キカントウラクリツ
365,期先,キサキ
366,期先限月取引,キサキゲンゲツトリヒキ
367,期先物,キサキモノ
368,期日,キジツ
369,期日明け,キジツアケ
370,期日圧迫,キジツアッパク
371,期日売り,キジツウリ
372,期日向かい,キジツムカイ
373,基準値段,キジュンチダン
374,規制銘柄,キセイメイガラ
375,北浜,キタハマ
376,期中償還請求権付新株予約権付社債,キチュウショウカンセイキュウケンツキシンカブヨヤクケンツキシャサイ
377,基調,キチョウ
378,基調転換,キチョウテンカン
379,期近,キヂカ
380,期近限月取引,キヂカゲンゲツトリヒキ
381,期近物,キヂカモノ
382,記念配当,キネンハイトウ
383,希薄化,キハクカ
384,規模別株価指数,キボベツカブカシスウ
385,気迷い,キマヨイ
386,キャピタルゲイン,キャピタルゲイン
387,キャピタルゲイン課税,キャピタルゲインカゼイ
388,キャピタルマーケット,キャピタルマーケット
389,キャピタルロス,キャピタルロス
390,旧株,キュウカブ
391,急騰,キュウトウ
392,急反発,キュウハンパツ
393,急反落,キュウハンラク
394,急落,キュウラク
395,Q-Board,
396,強弱観,キョウジャクカン
397,強弱レシオ,キョウジャクレシオ
398,競争売買,キョウソウバイバイ
399,恐怖指数,キョウフシスウ
400,きり（限）,キリ（ゲン）
401,切り返す,キリカエス
402,金庫株,キンコカブ
403,金融先物取引,キンユウサキモノトリヒキ
404,金融先物取引業者,キンユウサキモノトリヒキギョウシャ
405,金融商品仲介業,キンユウショウヒンチュウカイギョウ
406,金融商品取引業,キンユウショウヒントリヒキギョウ
407,金融商品取引業者,キンユウショウヒントリヒキギョウシャ
408,金融商品取引所,キンユウショウヒントリヒキジョ
409,金融商品取引法,キンユウショウヒントリヒキホウ
410,金融相場,キンユウソウバ
411,金融派生商品,キンユウハセイショウヒン
412,金利敏感株,キンリビンカンカブ
413,ギブアップ制度,ギブアップセイド
414,逆ウオッチ曲線,ギャクウオッチキョクセン
415,逆指し値注文,ギャクサシアタイチュウモン
416,逆ザヤ,ギャクザヤ
417,逆張り,ギャクハリ
418,逆日歩,ギャクヒブ
419,ギャップアップ,ギャップアップ
420,ギャップダウン,ギャップダウン
421,業種,ギョウシュ
422,業績相場,ギョウセキソウバ
423,玉,タマ
424,玉整理,タマセイリ
425,玉ほぐれ,タマホグレ
426,食い合い,クイアイ
427,ＱＵＩＣＫコンセンサス,
428,空,ソラ
429,クォート・ドリブン,クォート・ドリブン
430,クオンツ,クオンツ
431,クオンツ運用,クオンツウンヨウ
432,くくり直し,ククリナオシ
433,くくり直し,ククリナオシ
434,鯨幕相場,クジラマクソウバ
435,くずれる,クズレル
436,雲,クモ
437,クリアリング機構,クリアリングキコウ
438,玄人筋,クロウトスジ
439,黒三兵,クロサンペイ
440,クロス,クロス
441,グラマー・ストック,グラマー・ストック
442,グランビルの法則,グランビルノホウソク
443,グリーンシューオプション,グリーンシューオプション
444,グリーンシート,グリーンシート
445,グリーンシート銘柄,グリーンシートメイガラ
446,グレーマーケット,グレーマーケット
447,グロース株投資,グロースカブトウシ
448,グロース市場,グロースシジョウ
449,グロース投資,グローストウシ
450,グローバル株式,グローバルカブシキ
451,グローバル・オファリング,グローバル・オファリング
452,グローバル・マクロ運用,グローバル・マクロウンヨウ
453,景気循環株,ケイキジュンカンカブ
454,景気敏感株,ケイキビンカンカブ
455,ケイ線,ケイセン
456,決済リスク,ケッサイリスク
457,決算ギャンブル,ケッサンギャンブル
458,ケネディ・ショック,ケネディ・ショック
459,気配,ケハイ
460,堅調,ケンチョウ
461,権利落ち,ケンリオチ
462,権利落ち日,ケンリオチニチ
463,権利確定日,ケンリカクテイニチ
464,権利行使,ケンリコウシ
465,権利行使価格,ケンリコウシカカク
466,権利行使日,ケンリコウシニチ
467,権利処理,ケンリショリ
468,権利付き,ケンリツキ
469,権利付き最終売買日,ケンリツキサイシュウバイバイニチ
470,権利付き最終日,ケンリツキサイシュウビ
471,権利入札,ケンリニュウサツ
472,権利放棄,ケンリホウキ
473,下落トレンド,ゲラクトレンド
474,減額修正,ゲンガクシュウセイ
475,現金授受予定額,ゲンキンジュジュヨテイヒタイ
476,現金担保,ゲンキンタンポ
477,限月,ゲンゲツ
478,限月間スプレッド取引,ゲンゲツカンスプレッドトリヒキ
479,限月交代,ゲンゲツコウタイ
480,現在値,ゲンザイチ
481,原資産,ゲンシサン
482,現実買い,ゲンジツカイ
483,限日取引,ゲンヒドリヒキ
484,減配,ゲンパイ
485,現引き,ゲンヒキ
486,現物,ゲンブツ
487,現物取引,ゲンブツトリヒキ
488,現渡し,ゲンワタシ
489,小甘い,コアマイ
490,公開買い付け制度,コウカイカイツケセイド
491,公開買い付け説明書,コウカイカイツケセツメイショ
492,公開買い付け代理人,コウカイカイツケダイリニン
493,公開価格,コウカイカカク
494,公開基準,コウカイキジュン
495,公開前規制,コウカイマエキセイ
496,小動き,ショウウゴキ
497,好材料,コウザイリョウ
498,口座設定約諾書,コウザセッテイヤクダクカキ
499,高速高頻度取引,コウソクコウヒンドトリヒキ
500,高頻度取引,コウヒンドトリヒキ
501,公募,コウボ
502,公募価格,コウボカカク
503,公募増資,コウボゾウシ
504,公募・売り出し価格,コウボ・ウリダシカカク
505,効率的フロンティア,コウリツテキフロンティア
506,効力発生日,コウリョクハッセイニチ
507,子株,コカブ
508,子会社,コガイシャ
509,小堅い,ショウカタイ
510,小型株,コガタカブ
511,小型株効果,コガタカブコウカ
512,国際スワップ・デリバティブ協会,コクサイスワップ・デリバティブキョウカイ
513,国際分散投資,コクサイブンサントウシ
514,小口,コグチ
515,小じっかり,ショウジッカリ
516,小締まる,ショウシマル
517,個人株主,コジンカブヌシ
518,個人持ち株比率,コジンモチカブヒリツ
519,小高い,コダカイ
520,こなす,コナス
521,小幅往来,ショウハバオウライ
522,小反発,ショウハンパツ
523,小反落,ショウハンラク
524,小浮動,ショウフドウ
525,個別株オプション,コベツカブオプション
526,個別株リンク債,コベツカブリンクサイ
527,個別信用残高,コベツシンヨウザンダカ
528,小戻す,ショウモドス
529,小安い,コヤスイ
530,小緩む,ショウユルム
531,コーポレートアクション,コーポレートアクション
532,コーポレートガバナンス・コード,コーポレートガバナンス・コード
533,コールオプション,コールオプション
534,合成先物,ゴウセイサキモノ
535,ご祝儀商い,ゴシュウギアキナイ
536,ご祝儀相場,ゴシュウギソウバ
537,後場,ゴバ
538,後場寄り,ゴバヨリ
539,5％ルール,
540,ゴルディロックス相場,ゴルディロックスソウバ
541,ゴールデンクロス,ゴールデンクロス
542,サイコロ,サイコロ
543,サイコロジカルライン,サイコロジカルライン
544,最終決済,サイシュウケッサイ
545,最終気配値段,サイシュウケハイチダン
546,最終清算数値,サイシュウセイサンスウチ
547,催促相場,サイソクソウバ
548,裁定売り,サイテイウリ
549,裁定売り残,サイテイウリザン
550,裁定買い残,サイテイカイザン
551,裁定解消売り,サイテイカイショウウリ
552,裁定買い,サイテイカイ
553,裁定残,サイテイザン
554,裁定取引,サイテイトリヒキ
555,最低保証金維持率,サイテイホショウキンイジリツ
556,才取り会員,サイトリリカイイン
557,最良気配,サイリョウケハイ
558,最良執行,サイリョウシッコウ
559,裁量取引,サイリョウトリヒキ
560,酒田罫（ケイ）線,サカタケイ（ケイ）セン
561,酒田五法,サカタゴホウ
562,差額決済,サガクケッサイ
563,先高,サキダカ
564,先物買い,サキモノガイ
565,先物取引,サキモノトリヒキ
566,先物理論価格,サキモノリロンカカク
567,先安,サキヤス
568,差金決済,サシガネケッサイ
569,差金決済取引,サシガネケッサイトリヒキ
570,下げ足,サゲアシ
571,下げ一服,サゲイップク
572,下げ賛成,サゲサンセイ
573,下げ渋る,サゲシブル
574,差換預託,サカンヨタク
575,指し値,サシアタイ
576,指し値注文,サシアタイチュウモン
577,指し値出来ずば引け成行注文,サシアタイデキズバヒケナリユキチュウモン
578,札幌証券取引所,サッポロショウケントリヒキジョ
579,サポートライン,サポートライン
580,様変わり,サマカワリ
581,サマーラリー,サマーラリー
582,サヤ,サヤ
583,サヤ取り,サヤトリ
584,サヤ寄せ,サヤヨセ
585,申酉騒ぐ,シンユウサワグ
586,三角もちあい,サンカクモチアイ
587,三点童子,サンテンドウジ
588,散発高,サンパツタカ
589,ＳＵＮＲＩＳＥ,
590,サーキットブレーカー,サーキットブレーカー
591,材料,ザイリョウ
592,材料株,ザイリョウカブ
593,材料出尽くし,ザイリョウシュツツクシ
594,材料難,ザイリョウナン
595,材料待ち,ザイリョウマチ
596,ザラ場,ザラバ
597,残玉,ザンタマ
598,残高,ザンダカ
599,支援材料,シエンザイリョウ
600,塩漬け,シオヅケ
601,仕掛け,シカケ
602,仕掛け損,シカケソン
603,仕掛け難,シカケナン
604,シコリ,シコリ
605,シコリ玉,シコリタマ
606,支持線,シジセン
607,市場エネルギー,シジョウエネルギー
608,市場間スプレッド取引,シジョウカンスプレッドトリヒキ
609,市場外部要因,シジョウガイブヨウイン
610,市場区分の変更,シジョウクブンノヘンコウ
611,市場性,シジョウセイ
612,市場内部要因,シジョウナイブヨウイン
613,市場リスク,シジョウリスク
614,システム運用,システムウンヨウ
615,システムトレード,システムトレード
616,私設取引システム,シセツトリヒキシステム
617,下影,シタカゲ
618,下支え,シタササエ
619,下支え要因,シタササエヨウイン
620,下ザヤ,シタザヤ
621,下放れ,カホウレ
622,下値,シタネ
623,下値支持線,シタネシジセン
624,下値抵抗線,シタネテイコウセン
625,下ヒゲ,シタヒゲ
626,シ団,シダン
627,しっかり,シッカリ
628,仕手,シテ
629,指定替え,シテイカエ
630,仕手株,シテカブ
631,仕手筋,シテスジ
632,仕手戦,シテセン
633,品薄株,シナウスカブ
634,品貸し料,シナガシシリョウ
635,品貸料,シナガシリョウ
636,品借り料,ヒンカリリョウ
637,支配株主,シハイカブヌシ
638,支配証券,シハイショウケン
639,四半期配当,シハンキハイトウ
640,資本市場,シホンシジョウ
641,私募,シボ
642,締まる,シマル
643,社会的責任投資,シャカイテキセキニントウシ
644,上海Ａ株指数,
645,上海証券取引所,シャンハイショウケントリヒキジョ
646,上海総合指数,シャンハイソウゴウシスウ
647,上海Ｂ株指数,
648,週足,シュウアシ
649,収益性,シュウエキセイ
650,集中投資,シュウチュウトウシ
651,主幹事,シュカンコト
652,主要株主,シュヨウカブヌシ
653,種類株式,シュルイカブシキ
654,消化,ショウカ
655,少額投資非課税制度,ショウガクトウシヒカゼイセイド
656,証券アナリスト,ショウケンアナリスト
657,証券会社,ショウケンガイシャ
658,証券外務員,ショウケンガイムイン
659,証券金融会社,ショウケンキンユウカイシャ
660,証券業,ショウケンギョウ
661,証券コード,ショウケンコード
662,証券コード協議会,ショウケンコードキョウギカイ
663,証券市場,ショウケンシジョウ
664,証券総合口座,ショウケンソウゴウコウザ
665,証券仲介業,ショウケンチュウカイギョウ
666,証券取引所,ショウケントリヒキジョ
667,証券取引責任準備金,ショウケントリヒキセキニンジュンビキン
668,証券取引等監視委員会,ショウケントリヒキナドカンシイインカイ
669,証券取引法,ショウケントリヒキホウ
670,証券保管振替機構,ショウケンホカンフリカエキコウ
671,証拠金,ショウコキン
672,少数株主,ショウスウカブヌシ
673,少数株主持分,ショウスウカブヌシモチブン
674,小勢,コゼイ
675,商盛,ショウジョウ
676,消費関連株,ショウヒカンレンカブ
677,所属部,ショゾクブ
678,処分売り,ショブンウリ
679,ショート,ショート
680,ショートカバー,ショートカバー
681,ショートポジション,ショートポジション
682,シラーＰＥＲ,
683,素人筋,シロウトスジ
684,新株,シンカブ
685,新株落ち,シンカブオチ
686,新株発行,シンカブハッコウ
687,新株引受権,シンカブヒキウケケン
688,新株引受権付社債,シンカブヒキウケケンツキシャサイ
689,新株予約権,シンカブヨヤクケン
690,新株予約権証券,シンカブヨヤクケンショウケン
691,新株予約権付社債,シンカブヨヤクケンツキシャサイ
692,新株予約権無償割当,シンカブヨヤクケンムショウワリアテ
693,新規売り,シンキウリ
694,新規買い,シンキカイ
695,新規公開,シンキコウカイ
696,神経質,シンケイシツ
697,新興市場,シンコウシジョウ
698,新興成長市場,シンコウセイチョウシジョウ
699,新証券コード,シンショウケンコード
700,シンジケートカバー取引,シンジケートカバートリヒキ
701,シンジケート団,シンジケートダン
702,真正価値,シンセイカチ
703,深センＢ株,
704,新高値,シンタカネ
705,新高値更新銘柄,シンタカネコウシンメイガラ
706,新値,シンネ
707,新値足,シンネアシ
708,新値3本足,
709,新安値,シンアンアタイ
710,新安値更新銘柄,シンアンアタイコウシンメイガラ
711,信用売り,シンヨウウリ
712,信用買い,シンヨウカイ
713,信用規制,シンヨウキセイ
714,信用取引,シンヨウトリヒキ
715,信用取引金利,シンヨウトリヒキキンリ
716,信用取引残高,シンヨウトリヒキザンダカ
717,信用倍率,シンヨウバイリツ
718,信用評価損益率,シンヨウヒョウカソンエキリツ
719,信用銘柄,シンヨウメイガラ
720,ＣＦＤ,
721,ＣＦＰＳ,
722,ＣＧコード,
723,シーズン・ストック,シーズン・ストック
724,ＣＢ,
725,地合い,ジアイ
726,Ｊ－ＮＥＴ取引,
727,ＪＳＣＣ,
728,ＪＤＲ,
729,ＪＰＸ,
730,ＪＰＸ日経400,
731,時価総額,ジカソウガク
732,時価発行,ジカハッコウ
733,時価発行新株予約権信託,ジカハッコウシンカブヨヤクケンシンタク
734,時価発行増資,ジカハッコウゾウシ
735,時間的価値,ジカンテキカチ
736,時間分散,ジカンブンサン
737,時間優先の原則,ジカンユウセンノゲンソク
738,自己株,ジコカブ
739,自己株式の処分,ジコカブシキノショブン
740,自己資本利益率,ジコシホンリエキリツ
741,自己責任原則,ジコセキニンゲンソク
742,自己売買,ジコバイバイ
743,自己売買基準,ジコバイバイキジュン
744,自社株,ジシャカブ
745,自社株買い,ジシャカブカイ
746,自社株消却,ジシャカブショウキャク
747,自社株評価,ジシャカブヒョウカ
748,地相場,チソウバ
749,実質月内最終売買日,ジッシツゲツナイサイシュウバイバイニチ
750,実質月替わり,ジッシツツキガワリワリ
751,実勢相場,ジッセイソウバ
752,実体,ジッタイ
753,実柱,ミハシラ
754,実現損益,ジツゲンソンエキ
755,実需,ジツジュ
756,実物取引,ジツブツトリヒキ
757,地場受け,ジバウケ
758,地場証券,ジバショウケン
759,地場筋,ジバスジ
760,ジャカルタ総合指数,ジャカルタソウゴウシスウ
761,従業員持ち株制度,ジュウギョウインモチカブセイド
762,十字線,ジュウジセン
763,重要事実,ジュウヨウジジツ
764,需給関係,ジュキュウカンケイ
765,需給相場,ジュキュウソウバ
766,ジュニアＮＩＳＡ,
767,需要予測方式,ジュヨウヨソクホウシキ
768,順位相関指数,ジュンイソウカンシスウ
769,循環株,ジュンカンカブ
770,循環物色,ジュンカンブッショク
771,順ザヤ,ジュンザヤ
772,純投資,ジュントウシ
773,順張り,ジュンハリ
774,上昇トレンド,ジョウショウトレンド
775,上伸,ウワノビ
776,上場基準,ジョウジョウキジュン
777,上場審査基準,ジョウジョウシンサキジュン
778,上場取引所,ジョウジョウトリヒキジョ
779,上場廃止,ジョウジョウハイシ
780,上場廃止基準,ジョウジョウハイシキジュン
781,上場銘柄,ジョウジョウメイガラ
782,上場来高値,ジョウジョウライタカネ
783,上場来安値,ジョウジョウライヤスネ
784,情報隔壁,ジョウホウカクヘキ
785,上方修正,ジョウホウシュウセイ
786,ジリ高,ジリタカ
787,ジリ安,ジリアン
788,ＧＤＲ,
789,ＧＰＩＦ,
790,水準訂正,スイジュンテイセイ
791,スイングトレード,スイングトレード
792,趨勢分析,スウセイブンセキ
793,スタイルインデックス,スタイルインデックス
